question_id,question_text,exam,paper,subject,chapter,topic,subtopic,difficulty,question_type,skip,skip_reason
Q_3_117,Identify the part of speech of the word 'fast' in the following sentences: 1. He is a fast runner. 2. He is fa,NDA,GAT,Grammar,Grammar,Parts of Speech,Word Forms,Easy,MCQ,FALSE,
Q_3_118,Choose the correctly spelled word.,NDA,GAT,Vocabulary,Spellings,Correct Spelling,,Easy,MCQ,FALSE,
Q_3_119,Which idiom best describes: 'To hit the nail on the head'?,NDA,GAT,Vocabulary,Idioms & Phrases,Idiomatic Expressions,,Easy,MCQ,FALSE,
Q_4_0,The power of a convex lens is +2.0 D. What is its focal length?,NDA,GAT,General Science,Physics,Optics,Lenses and Power,Easy,MCQ,FALSE,
Q_4_1,Under which Article of the Indian Constitution can a National Emergency be declared?,NDA,GAT,Polity,Constitution of India,Emergency Provisions,National Emergency,Easy,MCQ,FALSE,
Q_4_2,Which of the following mountain passes connects Srinagar to Leh?,NDA,GAT,Geography,Indian Geography,Mountain Passes,Himalayan Passes,Medium,MCQ,FALSE,
Q_4_3,The Battle of Wandiwash (1760) was fought between which two powers?,NDA,GAT,History,Modern India,Anglo-French Wars,Battle of Wandiwash,Easy,MCQ,FALSE,
Q_4_4,What is the chemical formula of Plaster of Paris?,NDA,GAT,General Science,Chemistry,Important Compounds,Plaster of Paris,Easy,MCQ,FALSE,
Q_4_5,The blue color of the sky is primarily due to which optical phenomenon?,NDA,GAT,General Science,Physics,Optics,Scattering of Light,Easy,MCQ,FALSE,
Q_4_6,The working principle of a rocket propulsion system is based on which law?,NDA,GAT,General Science,Physics,Mechanics,Newton's Laws of Motion,Easy,MCQ,FALSE,
Q_4_7,Which chemical salt is used to remove permanent hardness of water?,NDA,GAT,General Science,Chemistry,Water Chemistry,Hardness of Water,Medium,MCQ,FALSE,
Q_4_8,The Anti-Defection provisions are contained in which Schedule of the Indian Constitution?,NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Anti-Defection Law,Easy,MCQ,FALSE,
Q_4_9,Which cell organelle is known as the 'powerhouse' of the cell?,NDA,GAT,General Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_10,What is the primary site of protein synthesis inside a cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_11,The Saptanga Theory of State (Seven Limbs) was proposed in Kautilya's:,NDA,GAT,History,Ancient India,Mauryan Empire,Kautilya's Arthashastra,Medium,MCQ,FALSE,
Q_4_12,"In which year did Mahatma Gandhi lead the Champaran Satyagraha, his first in India?",NDA,GAT,History,Modern India,Indian Independence Movement,Gandhian Era,Easy,MCQ,FALSE,
Q_4_13,Which of the following activities falls under the primary sector of an economy?,NDA,GAT,Economics,Basic Economic Concepts,Sectors of Economy,Primary Sector,Easy,MCQ,FALSE,
Q_4_14,Which of the following ocean currents is a warm current in the Atlantic Ocean?,NDA,GAT,Geography,World Geography,Oceanography,Ocean Currents,Medium,MCQ,FALSE,
Q_4_15,The power of a convex lens is +2.0 D. What is its focal length?,NDA,GAT,Science,Physics,Optics,Lenses (Power and Focal Length),Easy,MCQ,FALSE,
Q_4_16,Under which Article of the Indian Constitution can a National Emergency be declared?,NDA,GAT,Polity,Constitution of India,Emergency Provisions,National Emergency,Easy,MCQ,FALSE,
Q_4_17,Which of the following mountain passes connects Srinagar to Leh?,NDA,GAT,Geography,Indian Geography,Physiography of India,Mountain Passes,Medium,MCQ,FALSE,
Q_4_18,The Battle of Wandiwash (1760) was fought between which two powers?,NDA,GAT,History,Modern India,British Period,Carnatic Wars,Medium,MCQ,FALSE,
Q_4_19,What is the chemical formula of Plaster of Paris?,NDA,GAT,Science,Chemistry,Chemical Compounds and Formulas,Common Chemicals,Easy,MCQ,FALSE,
Q_4_20,The blue color of the sky is primarily due to which optical phenomenon?,NDA,GAT,Science,Physics,Optics,Scattering of Light,Easy,MCQ,FALSE,
Q_4_21,The working principle of a rocket propulsion system is based on which law?,NDA,GAT,Science,Physics,Mechanics,Newton's Laws of Motion,Easy,MCQ,FALSE,
Q_4_22,Which chemical salt is used to remove permanent hardness of water?,NDA,GAT,Science,Chemistry,Water,Hardness of Water,Medium,MCQ,FALSE,
Q_4_23,The Anti-Defection provisions are contained in which Schedule of the Indian Constitution?,NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Tenth Schedule,Easy,MCQ,FALSE,
Q_4_24,Which cell organelle is known as the 'powerhouse' of the cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_25,What is the primary site of protein synthesis inside a cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_26,The Saptanga Theory of State (Seven Limbs) was proposed in Kautilya's:,NDA,GAT,History,Ancient India,Mauryan Empire,Kautilya's Arthashastra,Medium,MCQ,FALSE,
Q_4_27,"In which year did Mahatma Gandhi lead the Champaran Satyagraha, his first in India?",NDA,GAT,History,Modern India,Indian Independence Movement,Gandhian Era,Easy,MCQ,FALSE,
Q_4_28,Which of the following activities falls under the primary sector of an economy?,NDA,GAT,Economics,Basic Economic Concepts,Sectors of Economy,Primary Sector,Easy,MCQ,FALSE,
Q_4_29,Which of the following ocean currents is a warm current in the Atlantic Ocean?,NDA,GAT,Geography,World Geography,Oceanography,Ocean Currents,Medium,MCQ,FALSE,
Q_4_30,The power of a convex lens is +2.0 D. What is its focal length?,NDA,GAT,Science,Physics,Optics,Lenses (Power and Focal Length),Easy,MCQ,FALSE,
Q_4_31,Under which Article of the Indian Constitution can a National Emergency be declared?,NDA,GAT,Polity,Constitution of India,Emergency Provisions,National Emergency,Easy,MCQ,FALSE,
Q_4_32,Which of the following mountain passes connects Srinagar to Leh?,NDA,GAT,Geography,Indian Geography,Physiography of India,Mountain Passes,Medium,MCQ,FALSE,
Q_4_33,The Battle of Wandiwash (1760) was fought between which two powers?,NDA,GAT,History,Modern India,British Period,Carnatic Wars,Medium,MCQ,FALSE,
Q_4_34,What is the chemical formula of Plaster of Paris?,NDA,GAT,Science,Chemistry,Chemical Compounds and Formulas,Common Chemicals,Easy,MCQ,FALSE,
Q_4_35,The blue color of the sky is primarily due to which optical phenomenon?,NDA,GAT,Science,Physics,Optics,Scattering of Light,Easy,MCQ,FALSE,
Q_4_36,The working principle of a rocket propulsion system is based on which law?,NDA,GAT,Science,Physics,Mechanics,Newton's Laws of Motion,Easy,MCQ,FALSE,
Q_4_37,Which chemical salt is used to remove permanent hardness of water?,NDA,GAT,Science,Chemistry,Water,Hardness of Water,Medium,MCQ,FALSE,
Q_4_38,The Anti-Defection provisions are contained in which Schedule of the Indian Constitution?,NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Tenth Schedule,Easy,MCQ,FALSE,
Q_4_39,Which cell organelle is known as the 'powerhouse' of the cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_40,What is the primary site of protein synthesis inside a cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_41,The Saptanga Theory of State (Seven Limbs) was proposed in Kautilya's:,NDA,GAT,History,Ancient India,Ancient Indian Political Thought,Kautilya's Arthashastra,Easy,MCQ,FALSE,
Q_4_42,"In which year did Mahatma Gandhi lead the Champaran Satyagraha, his first in India?",NDA,GAT,History,Modern India,Independence Movement,Gandhian Era,Easy,MCQ,FALSE,
Q_4_43,Which of the following activities falls under the primary sector of an economy?,NDA,GAT,Economics,Basic Economic Concepts,Sectors of Economy,Primary Sector,Easy,MCQ,FALSE,
Q_4_44,Which of the following ocean currents is a warm current in the Atlantic Ocean?,NDA,GAT,Geography,World Geography,Oceanography,Ocean Currents,Medium,MCQ,FALSE,
Q_4_45,The power of a convex lens is +2.0 D. What is its focal length?,NDA,GAT,Science,Physics,Optics,Lenses & Focal Length,Easy,MCQ,FALSE,
Q_4_46,Under which Article of the Indian Constitution can a National Emergency be declared?,NDA,GAT,Polity,Constitution of India,Emergency Provisions,National Emergency,Easy,MCQ,FALSE,
Q_4_47,Which of the following mountain passes connects Srinagar to Leh?,NDA,GAT,Geography,Indian Geography,Physical Features of India,Mountain Passes,Medium,MCQ,FALSE,
Q_4_48,The Battle of Wandiwash (1760) was fought between which two powers?,NDA,GAT,History,Modern India,European Powers in India,Anglo-French Wars (Carnatic Wars),Easy,MCQ,FALSE,
Q_4_49,What is the chemical formula of Plaster of Paris?,NDA,GAT,Science,Chemistry,Important Chemical Compounds,Everyday Chemicals,Easy,MCQ,FALSE,
Q_4_50,The blue color of the sky is primarily due to which optical phenomenon?,NDA,GAT,Science,Physics,Optics,Scattering of Light,Easy,MCQ,FALSE,
Q_4_51,The working principle of a rocket propulsion system is based on which law?,NDA,GAT,Science,Physics,Laws of Motion,Newton's Third Law,Easy,MCQ,FALSE,
Q_4_52,Which chemical salt is used to remove permanent hardness of water?,NDA,GAT,Science,Chemistry,Water & Its Properties,Hardness of Water,Medium,MCQ,FALSE,
Q_4_53,The Anti-Defection provisions are contained in which Schedule of the Indian Constitution?,NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Anti-Defection Law (Tenth Schedule),Easy,MCQ,FALSE,
Q_4_54,Which cell organelle is known as the 'powerhouse' of the cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_55,What is the primary site of protein synthesis inside a cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_56,The Saptanga Theory of State (Seven Limbs) was proposed in Kautilya's:,NDA,GAT,History,Ancient India,Ancient Indian Political Thought,Kautilya's Arthashastra,Easy,MCQ,FALSE,
Q_4_57,"In which year did Mahatma Gandhi lead the Champaran Satyagraha, his first in India?",NDA,GAT,History,Modern India,Independence Movement,Gandhian Era,Easy,MCQ,FALSE,
Q_4_58,Which of the following activities falls under the primary sector of an economy?,NDA,GAT,Economics,Basic Economic Concepts,Sectors of Economy,Primary Sector,Easy,MCQ,FALSE,
Q_4_59,Which of the following ocean currents is a warm current in the Atlantic Ocean?,NDA,GAT,Geography,World Geography,Oceanography,Ocean Currents,Medium,MCQ,FALSE,
Q_4_60,The power of a convex lens is +2.0 D. What is its focal length?,NDA,GAT,Science,Physics,Optics,Lenses & Focal Length,Easy,MCQ,FALSE,
Q_4_61,Under which Article of the Indian Constitution can a National Emergency be declared?,NDA,GAT,Polity,Constitution of India,Emergency Provisions,National Emergency,Easy,MCQ,FALSE,
Q_4_62,Which of the following mountain passes connects Srinagar to Leh?,NDA,GAT,Geography,Indian Geography,Physical Features of India,Mountain Passes,Medium,MCQ,FALSE,
Q_4_63,The Battle of Wandiwash (1760) was fought between which two powers?,NDA,GAT,History,Modern India,European Powers in India,Anglo-French Wars (Carnatic Wars),Easy,MCQ,FALSE,
Q_4_64,What is the chemical formula of Plaster of Paris?,NDA,GAT,Science,Chemistry,Important Chemical Compounds,Everyday Chemicals,Easy,MCQ,FALSE,
Q_4_65,The blue color of the sky is primarily due to which optical phenomenon?,NDA,GAT,Science,Physics,Optics,Scattering of Light,Easy,MCQ,FALSE,
Q_4_66,The working principle of a rocket propulsion system is based on which law?,NDA,GAT,Science,Physics,Laws of Motion,Newton's Third Law,Easy,MCQ,FALSE,
Q_4_67,Which chemical salt is used to remove permanent hardness of water?,NDA,GAT,Science,Chemistry,Water & Its Properties,Hardness of Water,Medium,MCQ,FALSE,
Q_4_68,The Anti-Defection provisions are contained in which Schedule of the Indian Constitution?,NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Anti-Defection Law (Tenth Schedule),Easy,MCQ,FALSE,
Q_4_69,Which cell organelle is known as the 'powerhouse' of the cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_70,What is the primary site of protein synthesis inside a cell?,NDA,GAT,Science,Biology,Life Processes,Cell Organelles,Easy,MCQ,FALSE,
Q_4_71,The Saptanga Theory of State (Seven Limbs) was proposed in Kautilya's:,NDA,GAT,History,Ancient India,Maurya Empire,Kautilya's Arthashastra,Easy,MCQ,FALSE,
Q_4_72,"In which year did Mahatma Gandhi lead the Champaran Satyagraha, his first in India?",NDA,GAT,History,Modern India,Independence Movement,Gandhian Era,Easy,MCQ,FALSE,
Q_4_73,Which of the following activities falls under the primary sector of an economy?,NDA,GAT,Economics,Basic Economic Concepts,Sectors of Economy,Primary Sector,Easy,MCQ,FALSE,
Q_4_74,Which of the following ocean currents is a warm current in the Atlantic Ocean?,NDA,GAT,Geography,World Geography,"Oceans, Currents & Climate",Atlantic Ocean Currents,Medium,MCQ,FALSE,
Q_4_75,The power of a convex lens is +2.0 D. What is its focal length?,NDA,GAT,Science,Physics,Light,Lenses & Optics,Easy,MCQ,FALSE,
Q_4_76,Under which Article of the Indian Constitution can a National Emergency be declared?,NDA,GAT,Polity,Constitution of India,Emergency Provisions,National Emergency,Easy,MCQ,FALSE,
Q_4_77,Which of the following mountain passes connects Srinagar to Leh?,NDA,GAT,Geography,Indian Geography,Physical Geography,Himalayan Passes,Medium,MCQ,FALSE,
Q_4_78,The Battle of Wandiwash (1760) was fought between which two powers?,NDA,GAT,History,Modern India,British Period,Carnatic Wars,Medium,MCQ,FALSE,
Q_4_79,What is the chemical formula of Plaster of Paris?,NDA,GAT,Science,Chemistry,Matter,Common Chemical Compounds,Easy,MCQ,FALSE,
Q_4_80,The blue color of the sky is primarily due to which optical phenomenon?,NDA,GAT,Science,Physics,Light,Scattering of Light,Easy,MCQ,FALSE,
Q_4_81,The working principle of a rocket propulsion system is based on which law?,NDA,GAT,Science,Physics,"Motion, Force, Energy",Newton's Laws of Motion,Easy,MCQ,FALSE,
Q_4_82,Which chemical salt is used to remove permanent hardness of water?,NDA,GAT,Science,Chemistry,Water,Water Hardness,Medium,MCQ,FALSE,
Q_4_83,The Anti-Defection provisions are contained in which Schedule of the Indian Constitution?,NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Tenth Schedule,Easy,MCQ,FALSE,
Q_4_84,Which cell organelle is known as the 'powerhouse' of the cell?,NDA,GAT,Science,Biology,Life Processes,Cell Organelles,Easy,MCQ,FALSE,
Q_4_85,What is the primary site of protein synthesis inside a cell?,NDA,GAT,Science,Biology,Life Processes,Cell Organelles,Easy,MCQ,FALSE,
Q_4_86,The Saptanga Theory of State (Seven Limbs) was proposed in Kautilya's:,NDA,GAT,History,Ancient India,Maurya Empire,Kautilya's Arthashastra,Easy,MCQ,FALSE,
Q_4_87,"In which year did Mahatma Gandhi lead the Champaran Satyagraha, his first in India?",NDA,GAT,History,Modern India,Independence Movement,Gandhian Era,Easy,MCQ,FALSE,
Q_4_88,Which of the following activities falls under the primary sector of an economy?,NDA,GAT,Economics,Basic Economic Concepts,Sectors of Economy,Primary Sector,Easy,MCQ,FALSE,
Q_4_89,Which of the following ocean currents is a warm current in the Atlantic Ocean?,NDA,GAT,Geography,World Geography,"Oceans, Currents & Climate",Atlantic Ocean Currents,Medium,MCQ,FALSE,
Q_4_90,The power of a convex lens is +2.0 D. What is its focal length?,NDA,GAT,Science,Physics,Light,Lenses & Optics,Easy,MCQ,FALSE,
Q_4_91,Under which Article of the Indian Constitution can a National Emergency be declared?,NDA,GAT,Polity,Constitution of India,Emergency Provisions,National Emergency,Easy,MCQ,FALSE,
Q_4_92,Which of the following mountain passes connects Srinagar to Leh?,NDA,GAT,Geography,Indian Geography,Physical Geography,Himalayan Passes,Medium,MCQ,FALSE,
Q_4_93,The Battle of Wandiwash (1760) was fought between which two powers?,NDA,GAT,History,Modern India,British Period,Carnatic Wars,Medium,MCQ,FALSE,
Q_4_94,What is the chemical formula of Plaster of Paris?,NDA,GAT,Science,Chemistry,Matter,Common Chemical Compounds,Easy,MCQ,FALSE,
Q_4_95,The blue color of the sky is primarily due to which optical phenomenon?,NDA,GAT,Science,Physics,Light,Scattering of Light,Easy,MCQ,FALSE,
Q_4_96,The working principle of a rocket propulsion system is based on which law?,NDA,GAT,Science,Physics,"Motion, Force, Energy",Newton's Laws of Motion,Easy,MCQ,FALSE,
Q_4_97,Which chemical salt is used to remove permanent hardness of water?,NDA,GAT,Science,Chemistry,Water,Water Hardness,Medium,MCQ,FALSE,
Q_4_98,The Anti-Defection provisions are contained in which Schedule of the Indian Constitution?,NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Tenth Schedule,Easy,MCQ,FALSE,
Q_4_99,Which cell organelle is known as the 'powerhouse' of the cell?,NDA,GAT,Science,Biology,Life Processes,Cell Organelles,Easy,MCQ,FALSE,
Q_4_100,What is the primary site of protein synthesis inside a cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_101,The Saptanga Theory of State (Seven Limbs) was proposed in Kautilya's:,NDA,GAT,History,Ancient India,Mauryan Period,Kautilya's Arthashastra,Medium,MCQ,FALSE,
Q_4_102,"In which year did Mahatma Gandhi lead the Champaran Satyagraha, his first in India?",NDA,GAT,History,Modern India,Independence Movement,Gandhian Era,Easy,MCQ,FALSE,
Q_4_103,Which of the following activities falls under the primary sector of an economy?,NDA,GAT,Economics,Basic Economic Concepts,Sectors of Economy,Primary Sector,Easy,MCQ,FALSE,
Q_4_104,Which of the following ocean currents is a warm current in the Atlantic Ocean?,NDA,GAT,Geography,World Geography,Oceanography,Ocean Currents,Medium,MCQ,FALSE,
Q_4_105,The power of a convex lens is +2.0 D. What is its focal length?,NDA,GAT,Science,Physics,Optics,Lenses and Power,Easy,MCQ,FALSE,
Q_4_106,Under which Article of the Indian Constitution can a National Emergency be declared?,NDA,GAT,Polity,Constitution of India,Emergency Provisions,National Emergency,Easy,MCQ,FALSE,
Q_4_107,Which of the following mountain passes connects Srinagar to Leh?,NDA,GAT,Geography,Indian Geography,Physical Features of India,Mountain Passes,Medium,MCQ,FALSE,
Q_4_108,The Battle of Wandiwash (1760) was fought between which two powers?,NDA,GAT,History,Modern India,British Period,Anglo-French Wars (Carnatic Wars),Medium,MCQ,FALSE,
Q_4_109,What is the chemical formula of Plaster of Paris?,NDA,GAT,Science,Chemistry,Compounds and Formulas,Important Chemical Compounds,Easy,MCQ,FALSE,
Q_4_110,The blue color of the sky is primarily due to which optical phenomenon?,NDA,GAT,Science,Physics,Optics,Atmospheric Optics / Scattering,Easy,MCQ,FALSE,
Q_4_111,The working principle of a rocket propulsion system is based on which law?,NDA,GAT,Science,Physics,Mechanics,Newton's Laws of Motion,Easy,MCQ,FALSE,
Q_4_112,Which chemical salt is used to remove permanent hardness of water?,NDA,GAT,Science,Chemistry,Water and its properties,Hardness of Water,Medium,MCQ,FALSE,
Q_4_113,The Anti-Defection provisions are contained in which Schedule of the Indian Constitution?,NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Tenth Schedule,Medium,MCQ,FALSE,
Q_4_114,Which cell organelle is known as the 'powerhouse' of the cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_115,What is the primary site of protein synthesis inside a cell?,NDA,GAT,Science,Biology,Cell Biology,Cell Organelles,Easy,MCQ,FALSE,
Q_4_116,The Saptanga Theory of State (Seven Limbs) was proposed in Kautilya's:,NDA,GAT,History,Ancient India,Mauryan Period,Kautilya's Arthashastra,Medium,MCQ,FALSE,
Q_4_117,"In which year did Mahatma Gandhi lead the Champaran Satyagraha, his first in India?",NDA,GAT,History,Modern India,Independence Movement,Gandhian Era,Easy,MCQ,FALSE,
Q_4_118,Which of the following activities falls under the primary sector of an economy?,NDA,GAT,Economics,Basic Economic Concepts,Sectors of Economy,Primary Sector,Easy,MCQ,FALSE,
Q_4_119,Which of the following ocean currents is a warm current in the Atlantic Ocean?,NDA,GAT,Geography,World Geography,Oceanography,Ocean Currents,Medium,MCQ,FALSE,
Q_5_0,What is the approximate value of escape velocity from the surface of the Earth?,NDA,GAT,Science,Physics,Gravitation,Escape Velocity,Easy,MCQ,FALSE,
Q_5_1,What is the normal lapse rate of temperature in the troposphere layer?,NDA,GAT,Geography,Physical Geography,Atmosphere and Climate,"Troposphere, Lapse Rate",Medium,MCQ,FALSE,
Q_5_2,Which of the following rivers originates near the Mahabaleshwar hills in Maharashtra?,NDA,GAT,Geography,Indian Geography,River Systems of India,Peninsular Rivers,Medium,MCQ,FALSE,
Q_5_3,The first Buddhist Council was held at which of the following venues?,NDA,GAT,History,Ancient India,Buddhism,Buddhist Councils,Easy,MCQ,FALSE,
Q_5_4,What is the pH value of a neutral solution like pure water at 298 K?,NDA,GAT,Science,Chemistry,"Acids, Bases, and Salts",pH Scale,Easy,MCQ,FALSE,
Q_5_5,What is the chemical name of Baking Soda?,NDA,GAT,Science,Chemistry,Compounds and Formulas,Common Chemical Names,Easy,MCQ,FALSE,
Q_5_6,A person with blood group O-negative is a universal donor because their blood lacks:,NDA,GAT,Science,Biology,Human Physiology,Blood Groups,Medium,MCQ,FALSE,
Q_5_7,Which of the following endocrine glands is referred to as the 'Master Gland' of the human body?,NDA,GAT,Science,Biology,Human Physiology,Endocrine System,Easy,MCQ,FALSE,
Q_5_8,Which Article of the Indian Constitution contains the Right to Constitutional Remedies?,NDA,GAT,Polity,Constitution of India,Fundamental Rights,Right to Constitutional Remedies,Easy,MCQ,FALSE,
Q_5_9,The Harrod-Domar economic growth model formed the basis of which Five Year Plan of India?,NDA,GAT,Economics,National Income & Growth,Economic Planning in India,Five Year Plans,Medium,MCQ,FALSE,
Q_5_40,From which country's constitution did India borrow the Directive Principles of State Policy (DPSP)?,NDA,GAT,Polity,Constitution of India,Sources of Indian Constitution,Directive Principles of State Policy (DPSP),Easy,MCQ,FALSE,
Q_5_41,"Which of the following is a statutory, non-constitutional body in India?",NDA,GAT,Polity,Constitutional and Non-Constitutional Bodies,Statutory Bodies,NITI Aayog,Medium,MCQ,FALSE,
Q_5_42,"Using the mnemonic 'TEARS OF OLD PM' to remember the 12 Schedules, what does the 8th Schedul",NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Eighth Schedule,Easy,MCQ,FALSE,
Q_5_43,What were the primary methods of the moderate faction of the Indian National Congress (1885-1905)?,NDA,GAT,History,Modern India,Indian National Congress,Moderate Phase (1885-1905),Easy,MCQ,FALSE,
Q_5_44,What is the causative pathogen of Malaria and its vector?,NDA,GAT,Science,Biology,Human Diseases,Communicable Diseases (Malaria),Easy,MCQ,FALSE,
Q_5_45,What is the approximate value of escape velocity from the surface of the Earth?,NDA,GAT,Science,Physics,Gravitation,Escape Velocity,Easy,MCQ,FALSE,
Q_5_46,What is the normal lapse rate of temperature in the troposphere layer?,NDA,GAT,Geography,Physical Geography,Atmosphere and Climate,Layers of Atmosphere (Troposphere),Easy,MCQ,FALSE,
Q_5_47,Which of the following rivers originates near the Mahabaleshwar hills in Maharashtra?,NDA,GAT,Geography,Indian Geography,River Systems of India,Peninsular Rivers,Easy,MCQ,FALSE,
Q_5_48,The first Buddhist Council was held at which of the following venues?,NDA,GAT,History,Ancient India,Buddhism,Buddhist Councils,Easy,MCQ,FALSE,
Q_5_49,What is the pH value of a neutral solution like pure water at 298 K?,NDA,GAT,Science,Chemistry,"Acids, Bases, and Salts",pH Scale,Easy,MCQ,FALSE,
Q_5_50,What is the chemical name of Baking Soda?,NDA,GAT,Science,Chemistry,Common Chemicals and their Names,Everyday Chemicals,Easy,MCQ,FALSE,
Q_5_51,A person with blood group O-negative is a universal donor because their blood lacks:,NDA,GAT,Science,Biology,Human Physiology,Blood and Circulatory System (Blood Groups),Medium,MCQ,FALSE,
Q_5_52,Which of the following endocrine glands is referred to as the 'Master Gland' of the human bod,NDA,GAT,Science,Biology,Human Physiology,Endocrine System (Glands),Easy,MCQ,FALSE,
Q_5_53,Which Article of the Indian Constitution contains the Right to Constitutional Remedies?,NDA,GAT,Polity,Constitution of India,Fundamental Rights,Right to Constitutional Remedies (Article 32),Easy,MCQ,FALSE,
Q_5_54,The Harrod-Domar economic growth model formed the basis of which Five Year Plan of India?,NDA,GAT,Economics,National Income & Growth,Economic Planning in India,Five Year Plans,Medium,MCQ,FALSE,
Q_5_55,From which country's constitution did India borrow the Directive Principles of State Policy (DPSP)?,NDA,GAT,Polity,Constitution of India,Sources of Indian Constitution,Directive Principles of State Policy (DPSP),Easy,MCQ,FALSE,
Q_5_56,"Which of the following is a statutory, non-constitutional body in India?",NDA,GAT,Polity,Constitutional and Non-Constitutional Bodies,Statutory Bodies,NITI Aayog,Medium,MCQ,FALSE,
Q_5_57,"Using the mnemonic 'TEARS OF OLD PM' to remember the 12 Schedules, what does the 8th Schedul",NDA,GAT,Polity,Constitution of India,Schedules of Indian Constitution,Eighth Schedule,Easy,MCQ,FALSE,
Q_5_58,What were the primary methods of the moderate faction of the Indian National Congress (1885-1905)?,NDA,GAT,History,Modern India,Indian National Congress,Moderate Phase (1885-1905),Easy,MCQ,FALSE,
Q_5_59,What is the causative pathogen of Malaria and its vector?,NDA,GAT,Science,Biology,Human Diseases,Communicable Diseases (Malaria),Easy,MCQ,FALSE,
Q_5_60,What is the approximate value of escape velocity from the surface of the Earth?,NDA,GAT,Science,Physics,Gravitation,Escape Velocity,Easy,MCQ,FALSE,
Q_5_61,What is the normal lapse rate of temperature in the troposphere layer?,NDA,GAT,Geography,Physical Geography,Atmosphere and Climate,Layers of Atmosphere (Troposphere),Easy,MCQ,FALSE,
Q_5_62,Which of the following rivers originates near the Mahabaleshwar hills in Maharashtra?,NDA,GAT,Geography,Indian Geography,River Systems of India,Peninsular Rivers,Easy,MCQ,FALSE,
Q_5_63,The first Buddhist Council was held at which of the following venues?,NDA,GAT,History,Ancient India,Buddhism,Buddhist Councils,Easy,MCQ,FALSE,
Q_5_64,What is the pH value of a neutral solution like pure water at 298 K?,NDA,GAT,Science,Chemistry,"Acids, Bases, and Salts",pH Scale,Easy,MCQ,FALSE,
Q_5_65,What is the chemical name of Baking Soda?,NDA,GAT,Science,Chemistry,Common Chemicals and their Names,Everyday Chemicals,Easy,MCQ,FALSE,
Q_5_66,A person with blood group O-negative is a universal donor because their blood lacks:,NDA,GAT,Science,Biology,Human Physiology,Blood and Circulatory System (Blood Groups),Medium,MCQ,FALSE,
Q_5_67,Which of the following endocrine glands is referred to as the 'Master Gland' of the human bod,NDA,GAT,Science,Biology,Human Physiology,Endocrine System (Glands),Easy,MCQ,FALSE,
Q_5_68,Which Article of the Indian Constitution contains the Right to Constitutional Remedies?,NDA,GAT,Polity,Constitution of India,Fundamental Rights,Right to Constitutional Remedies (Article 32),Easy,MCQ,FALSE,
Q_5_69,The Harrod-Domar economic growth model formed the basis of which Five Year Plan of India?,NDA,GAT,Economics,National Income & Growth,Economic Planning in India,Five Year Plans,Medium,MCQ,FALSE,
Q_6_10,What is the probability of getting a head when tossing a fair coin?,CDS,Mathematics,Statistics,Statistics,Probability,Basic Probability,Easy,MCQ,FALSE,
Q_6_11,"What is the standard deviation of a constant dataset {5, 5, 5, 5}?",CDS,Mathematics,Statistics,Statistics,Measures of Dispersion,Standard Deviation,Easy,MCQ,FALSE,
Q_6_12,"If 2^x = 32, what is the value of x?",CDS,Mathematics,Algebra,Algebra,Exponents,Solving Exponential Equations,Easy,MCQ,FALSE,
Q_6_13,What is the value of log₁₀ 1000?,CDS,Mathematics,Algebra,Algebra,Logarithms,Basic Logarithmic Properties,Easy,MCQ,FALSE,
Q_6_14,The arithmetic mean of first 10 prime numbers is:,CDS,Mathematics,Statistics,Statistics,Measures of Central Tendency,Arithmetic Mean,Medium,MCQ,FALSE,
Q_6_15,A train running at a speed of 60 km/h crosses a static telephone pole in 9 seconds. What is the length of the train?,CDS,Mathematics,Arithmetic,Arithmetic,"Time, Speed and Distance",Problems on Trains,Medium,MCQ,FALSE,
