ID,Action,Question,Options
744,KEEP,"स्थैतिक अवस्था में विद्यमान किसी पदार्थ के लिए, निम्नलिखित में से कौन-सा कथन सही है?","A. किसी विद्युत-रोधी को आवेशित किया जा सकता है   |   B. एक आदर्श चालक को आवेशित किया जा सकता है   |   C. आदर्श चालक और विद्युत-रोधी दोनों को आवेशित किया जा सकता है   |   D. आदर्श चालक और विद्युत-रोधी दोनों को आवेशित नहीं किया जा सकता है"
745,KEEP,"एक व्यक्ति निकट की वस्तुओं को साफ-साफ देख सकता है किंतु दूर स्थित वस्तुओं को सुस्पष्ट नहीं देख सकता है, वह ग्रसित है","A. दीर्घ-दृष्टि दोष (हाइपरमेट्रोपिया)   |   B. जरा दूरदृष्टिता (प्रेसबायोपिया)   |   C. निकट-दृष्टि दोष (मायोपिया)   |   D. उपर्युक्त में से कोई नहीं"
746,KEEP,"किसी निकाय (सिस्टम) के लिए ऊर्जा हमेशा संरक्षित रहती है जो","A. केवल वियुक्त (isolated) है   |   B. केवल अवियुक्त (non-isolated) है   |   C. वियुक्त और अवियुक्त दोनों हैं   |   D. उपर्युक्त में से कोई नहीं"
747,KEEP,"जब M द्रव्यमान की गेंद को बिंदु A से ऊपर की ओर उछाला जाता है, यह उच्चतम बिंदु B तक पहुंचती है और वापस A के पास आ जाती है। निम्नलिखित में से कौन-सा सही है?","A. A पर गतिज ऊर्जा = B पर स्थितिज ऊर्जा   |   B. A पर गतिज ऊर्जा = A पर स्थितिज ऊर्जा   |   C. B पर गतिज ऊर्जा = B पर स्थितिज ऊर्जा   |   D. B पर गतिज ऊर्जा = A पर गतिज ऊर्जा"
748,KEEP,"निम्नलिखित में से किसने अप्रैल 1936 में लखनऊ में अखिल भारतीय किसान सभा के पहले सत्र की अध्यक्षता की?","A. सहजानंद सरस्वती   |   B. आर. जी. रंगा   |   C. राम मनोहर लोहिया   |   D. जयप्रकाश नारायण"
749,KEEP,"निम्नलिखित में से किसने 'आत्म-सम्मान आंदोलन (Self-Respect Movement)' का प्रवर्तन किया?","A. ज्योतिबा फुले   |   B. स्वामी विवेकानंद   |   C. इ. बी. रामास्वामी नायकर   |   D. डॉ. बी. आर. अंबेडकर"
750,KEEP,"चोल शिलालेख में भूमि की कई श्रेणियों का उल्लेख है। निम्नलिखित में से कौन-सी, विद्यालयों के रख-रखाव के लिए थी?","A. तिरुनामतुक्कनी   |   B. शालाभोग   |   C. वेल्लनवगाई   |   D. पल्लीच्छंदम"
751,KEEP,"होम रूल लीग के बारे में निम्नलिखित में से कौन-सा कथन सही है? 1. लोकमान्य तिलक ने अप्रैल 1916 में बेलगाम में आयोजित बॉम्बे प्रोविंशियल कॉन्फ्रेंस में होम रूल लीग का गठन किया 2. एनी बेसेंट ने सितंबर 1916 में होम रूल लीग के गठन की घोषणा की 3. टकराव से बचने के लिए तिलक की लीग को महाराष्ट्र (बॉम्बे नगर को छोड़कर) कर्नाटक, मध्य प्रांत और बरार में कार्य करना था और बेसेंट की लीग को शेष भारत का प्रभार दिया गया","A. केवल 1 और 2   |   B. केवल 1 और 3   |   C. केवल 2 और 3   |   D. 1, 2 और 3"
752,KEEP,"ईश्वर चंद्र विद्यासागर के संबंध में निम्नलिखित में से कौन-सा कथन सही नहीं है?","A. वे संस्कृत कॉलेज, कलकत्ता के प्रधानाचार्य थे   |   B. वे सरकारी विद्यालय निरीक्षक (Government Inspector of Schools) थे   |   C. वे बेथुन स्कूल के सेक्रेटरी थे   |   D. वे विधवा पुनर्विवाह एसोसिएशन के संस्थापक थे"
753,KEEP,"Match List I with List II and select the answer using the code given below the Lists: List I (Reformer) | List II (Social Work/Text) A. Vishnu Shastri Pundit | 1. Vedic Physics: Scientific Origin of Hinduism B. Karsondas Mulji | 2. Widow Remarriage Association C. Debendranath Tagore | 3. Satya Prakash D. Raja Ram Mohan Roy | 4. Tattvabodhini Sabha","A. A-1, B-3, C-4, D-2   |   B. A-1, B-4, C-3, D-2   |   C. A-2, B-3, C-4, D-1   |   D. A-2, B-4, C-3, D-1"
754,KEEP,"In the Harappan Civilization, traces of canals have been found at","A. Banawali   |   B. Lothal   |   C. Shortughai   |   D. Dholavira"
755,KEEP,"Arrange the following foreign travelers to India in chronological order, beginning with the earliest: 1. Peter Mundy 2. Antonio Monserrate 3. Afanasii Nikitin 4. Ibn Battuta","A. 2-1-4-3   |   B. 2-3-4-1   |   C. 4-3-2-1   |   D. 3-4-1-2"
756,KEEP,"With which of the following was the Bretton Woods System NOT associated","A. International Monetary Fund   |   B. Economic recovery after the Second World War   |   C. International Bank for Reconstruction and Development   |   D. Establishment of a monetary system based on floating exchange rate"
757,KEEP,"Senguttuvan is the name of","A. a Pandya ruler   |   B. a Chola king   |   C. a minister in Satavahana court   |   D. the capital city of the Cheras"
758,KEEP,"The Ramacharita, an example of dvyasrya-kavya, telling two stories simultaneously, was written by","A. Subandhu   |   B. Bhatti   |   C. Sandhyakara   |   D. Kamban"
759,KEEP,"Which of the following Acts established the Board of Control to guide and control the work of the Court of Directors and the Government of India?","A. Regulating Act of 1773   |   B. Pitt's India Act of 1784   |   C. Charter Act of 1793   |   D. Charter Act of 1813"
760,KEEP,"Who among the following Sikh Gurus laid the foundation of the Khalsa Panth?","A. Guru Nanak   |   B. Guru Arjan   |   C. Guru Hargobind   |   D. Guru Gobind Singh"
761,KEEP,"Which one among the following plans is also known as Mahalanobis Plan?","A. First Five Year Plan   |   B. Second Five Year Plan   |   C. Third Five Year Plan   |   D. Sixth Five Year Plan"
762,KEEP,"Which of the following were the years of Annual Plans?","A. 1956-1957   |   B. 1966-1969   |   C. 1975-1976   |   D. 1992-1993"
763,KEEP,"Which of the following rights under the Constitution of India is/are Fundamental Right(s)? 1. Right to work 2. Right to privacy 3. Right to free and compulsory education in the age bracket of six to eighteen years","A. 1 and 2   |   B. 2 and 3   |   C. 2 only   |   D. 3 only"
764,KEEP,"Which one of the following committees is NOT associated with decentralization of Panchayati Raj institutions in India?","A. Balwant Rai Mehta Committee   |   B. Ashok Mehta Committee   |   C. L. M. Singhvi Committee   |   D. Abhijit Sen Committee"
765,KEEP,"The reaction that occurs on passing carbon dioxide gas through lime water is","A. CaCO3 + H2O + CO2 -> Ca(HCO3)2   |   B. Ca(OH)2 + CO2 -> CaCO3 + H2O   |   C. CaO + CO2 -> CaCO3   |   D. CaCl2 + H2O + CO2 -> CaCO3 + 2HCl"
766,KEEP,"Which one of the following statements is NOT correct? (a) Water of crystallization is the fixed number of water molecules present in one formula unit of a salt (b) The molecular formula of Plaster of Paris is CaSO4.2H2O (c) Washing soda is used for removing the permanent hardness of water (d) The atmosphere of Venus is made up of thick white and yellow clouds of sulphuric acid","A. (a)   |   B. (b)   |   C. (c)   |   D. (d)"
767,KEEP,"Which one of the following type of medicines is used for treating indigestion?","A. Analgesic   |   B. Antiseptic   |   C. Antibiotic   |   D. Antacid"
768,KEEP,"Which one of the following is NOT present in cement?","A. 2CaO.SiO2   |   B. 3CaO.SiO2   |   C. 4CaO.SiO2   |   D. 3CaO.Al2O3"
769,KEEP,"Which one of the following is NOT a chemical change?","A. Burning of coal   |   B. Rusting of metal   |   C. Melting of ice   |   D. Reaction of acid with base"
770,KEEP,"Which one of the following statements is NOT correct? (a) The interconversion of states of matter is a physical change (b) During burning of a candle, both chemical and physical changes take place (c) During a physical change, the chemical composition of molecules changes (d) Rusting of iron is a chemical change","A. (a)   |   B. (b)   |   C. (c)   |   D. (d)"
771,KEEP,"Which one of the following is NOT a heterogeneous mixture?","A. Sulphur in carbon disulphide   |   B. Mixture of sugar and salt crystals   |   C. Sandy water   |   D. Sulphur in water"
772,KEEP,"Match List I with List II and select the answer using the code given below the Lists: List I (Element) | List II (Atomicity) A. Phosphorus | 1. 2 B. Nitrogen | 2. 1 C. Neon | 3. 8 D. Sulphur | 4. 4","A. A-4, B-1, C-2, D-3   |   B. A-4, B-2, C-1, D-3   |   C. A-3, B-2, C-1, D-4   |   D. A-3, B-1, C-2, D-4"
773,KEEP,"Which of the following are the factors that cause variation in the amount of insolation on the Earth?","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
774,KEEP,"Which of the following factors influence the ocean currents?","A. 1 and 4 only   |   B. 2 and 3 only   |   C. 1, 2 and 3 only   |   D. 1, 2, 3 and 4"
775,KEEP,"Which of the following is/are warm ocean current(s)?","A. 1 only   |   B. 1 and 2   |   C. 3 and 4   |   D. 4 only"
776,KEEP,"State of Assam shares borders with how many other countries and Indian states respectively?","A. 2 countries and 6 Indian states respectively   |   B. 2 countries and 7 Indian states respectively   |   C. 3 countries and 7 Indian states respectively   |   D. 3 countries and 6 Indian states respectively"
777,KEEP,"Which one of the following is the northernmost river basin of the Deccan Plateau?","A. Chambal   |   B. Mahi   |   C. Narmada   |   D. Tapti"
778,KEEP,"Laterite soil in India is rich in which of the following?","A. 1 only   |   B. 1 and 2   |   C. 3 and 4   |   D. 4 only"
779,KEEP,"Which of the following statements with reference to crops cultivated in India is/are correct?","A. 1 only   |   B. 2 only   |   C. Both 1 and 2   |   D. Neither 1 nor 2"
780,KEEP,"Match List I with List II and select the answer using the code given below the Lists:","A. A-3, B-1, C-4, D-2   |   B. A-3, B-4, C-1, D-2   |   C. A-2, B-1, C-4, D-3   |   D. A-2, B-4, C-1, D-3"
781,KEEP,"Which one among the following is NOT a beneficiary state from the Vindhyachal Power Plant of the NTPC?","A. Gujarat   |   B. Goa   |   C. Maharashtra   |   D. Uttar Pradesh"
782,KEEP,"Consider the following pairs with reference to Thermal Power Plants and their location in respective states in India:","A. 1   |   B. 2   |   C. 3   |   D. 4"
783,KEEP,"The book 'The Origin of Species by Means of Natural Selection' was authored by","A. Charles Darwin   |   B. Carolus Linnaeus   |   C. Barbara McClintock   |   D. Copernicus"
784,KEEP,"The headquarters of World Meteorological Organization (WMO) is located at","A. Switzerland   |   B. Scotland   |   C. South Africa   |   D. Italy"
785,KEEP,"The optimum pH at which the enzymes pepsin and trypsin of the human alimentary canal works are","A. pH 2.0 and 7.9, respectively   |   B. pH 4.5 and 3.5, respectively   |   C. pH 9.5 and 4.5, respectively   |   D. pH 7.0 and 8.0, respectively"
786,KEEP,"The amount of air breathed in and out during a normal respiration by human lungs is referred to as","A. Vital capacity   |   B. Tidal volume   |   C. Inspiratory volume   |   D. Total lung capacity"
787,KEEP,"Which one among the following statements about arteries and veins in humans is NOT correct?","A. Arteries carry blood away from heart while veins bring blood towards the heart   |   B. Pulmonary arteries always carry oxygenated blood while Pulmonary veins always carry deoxygenated blood   |   C. Arteries have thicker and more elastic walls compared to veins in general   |   D. Arteries do not have valves but veins do have valves"
788,KEEP,"Identify the functions that are controlled by the hind brain of human being","A. Involuntary actions such as blood pressure, salivation vomiting etc.   |   B. Controlling the regions receiving sensory impulses from receptors   |   C. Controlling the movement of voluntary muscles   |   D. Sensation of hunger or being full"
789,KEEP,"Iodized salt is a vital part of our diet as it is essential for the synthesis of","A. Estrogen   |   B. Thyroxin   |   C. Insulin   |   D. Adrenalin"
790,KEEP,"The menstrual cycle in females is controlled by hormones that are secreted by","A. Ovary and lacrimal gland   |   B. Ovary and sebaceous gland   |   C. Ovary and pituitary gland   |   D. Prostate and pituitary gland"
791,KEEP,"Which one of the following blood cells type secrete large number of antibodies during an immune response of the body?","A. Neutrophils   |   B. Eosinophils   |   C. Lymphocytes   |   D. Monocytes"
792,KEEP,"Which of the following organelles have their own DNA and ribosomes?","A. Endoplasmic reticulum and Golgi bodies   |   B. Mitochondria and Chloroplast   |   C. Endoplasmic reticulum and cytoskeleton   |   D. Cell wall and nucleolus"
793,KEEP,"Mohan was living in a deplorable condition.","A. reprehensible   |   B. opprobrious   |   C. despicable   |   D. commendable"
794,KEEP,"These exercises will counteract the effects of stress and tension.","A. exacerbate   |   B. foil   |   C. thwart   |   D. contravene"
795,KEEP,"You have to persevere with difficult students.","A. give up   |   B. persist   |   C. carry on   |   D. stand firm"
796,KEEP,"Their new colour scheme is hideous.","A. appalling   |   B. beautiful   |   C. grotesque   |   D. macabre"
797,KEEP,"Everywhere they go, they squander their earnings.","A. fritter away   |   B. splurge   |   C. squabble   |   D. manage"
798,KEEP,"The Earth's climate is ______ changing and evolving.","A. passionately   |   B. continually   |   C. deadly   |   D. thoughtfully"
799,KEEP,"Some of ______ changes have been due to natural causes.","A. these   |   B. those   |   C. this   |   D. that"
800,KEEP,"but others can be attributed to ______ activities such as deforestation,","A. practical   |   B. geological   |   C. human   |   D. animal"
801,KEEP,"emissions from industry and transport, etc., which have led to the ______ of gases and aerosols","A. assimilation   |   B. absolution   |   C. collection   |   D. accumulation"
802,KEEP,"in ______ atmosphere.","A. an   |   B. a   |   C. the   |   D. no article"
803,KEEP,"These gases are known as greenhouse gases because they trap heat and ______ air temperatures","A. raise   |   B. hike   |   C. rise   |   D. balance"
804,KEEP,"near the ground, acting like a greenhouse on the surface of the ______.","A. crust   |   B. core   |   C. mantle   |   D. planet"
805,KEEP,"In order to create and strengthen the scientific and analytical capacity ______ assessment of climate change","A. for   |   B. of   |   C. in   |   D. to"
806,KEEP,"in the country, different studies under Climate Change Action Programme ______.","A. are developed   |   B. are initiated   |   C. have developed   |   D. have initiated"
807,KEEP,"Many important bilateral and multilateral meetings and negotiations are held ______ regular intervals","A. with   |   B. at   |   C. in   |   D. on"
808,KEEP,"He paused ______.","A. with a few moments   |   B. for a few moments   |   C. by a few moments   |   D. into a few moments"
809,KEEP,"Late at night, our car ______.","A. broke down on the highway   |   B. broke up on the highway   |   C. broke into the highway   |   D. broke out on the highway"
810,KEEP,"All the countries signed the treaty ______.","A. beneath Germany and France   |   B. except Germany and France   |   C. among Germany and France   |   D. during Germany and France"
811,KEEP,"I reminded her ______.","A. to turn off the lights at night   |   B. to call off the lights at night   |   C. to drop off the lights at night   |   D. to break off the lights at night"
812,KEEP,"They told us about the woman ______.","A. whom lived next door   |   B. which lived next door   |   C. who lived next door   |   D. whose lived next door"
813,KEEP,"I'll see you ______.","A. at the end of February   |   B. on the end of February   |   C. along the end of February   |   D. for the end of February"
814,KEEP,"I dislike films ______.","A. who have sad endings   |   B. that have sad endings   |   C. whose have sad endings   |   D. whom have sad endings"
815,KEEP,"The thieves denied ______.","A. having stealing the money   |   B. stealing the money   |   C. had stolen the money   |   D. having to steal the money"
816,KEEP,"Did you ______ drop out to see Sunita on your way home?","A. drop out   |   B. drop in   |   C. drop behind   |   D. drop away"
817,KEEP,"Would you like to ______?","A. meeting her   |   B. meet her   |   C. met her   |   D. meet with her"
818,KEEP,"Be bad news","A. feelings of hate   |   B. someone who behaves in a dishonest way   |   C. someone who is considered undesirable   |   D. to be ill"
819,KEEP,"Back to the drawing board","A. to draw comparisons   |   B. to be a member of planning group   |   C. to start planning again because the previous plan has failed   |   D. to be fast at understanding a situation"
820,KEEP,"Be in the eye of the storm","A. to look at something quickly   |   B. to fail miserably at a sport   |   C. to see something that you do not want to see   |   D. to be in the midst of a controversy"
821,KEEP,"Life in the fast lane","A. to lead a selfless life   |   B. to have a happy life without complaints   |   C. life without money or comforts   |   D. an exciting and eventful lifestyle"
822,KEEP,"To pass the buck","A. to collect money from a group of people   |   B. to shift the responsibility of something to someone   |   C. to have a short conversation with someone   |   D. to have the credentials for a particular job"
823,KEEP,"You are most welcome to visit my humble abode.","A. Noun   |   B. Adjective   |   C. Adverb   |   D. Participle"
824,KEEP,"The situation is beyond our control.","A. Adjective   |   B. Adverb   |   C. Conjunction   |   D. Preposition"
825,KEEP,"I didn't tell him anything except that I needed the money.","A. Adjective   |   B. Adverb   |   C. Preposition   |   D. Conjunction"
826,KEEP,"He dry-cleaned my coat nicely.","A. Adjective   |   B. Adverb   |   C. Relative pronoun   |   D. Conjunction"
827,KEEP,"Would you like to buy this new item?","A. Determiner   |   B. Conjunction   |   C. Interjection   |   D. Adjective"
828,KEEP,"Which one of the following does not belong to the biotic community?","A. Water   |   B. Human   |   C. Protozoa   |   D. Bush"
829,KEEP,"The nature of the biotic community largely depends on: 1. Biotic components 2. Abiotic components. Select the correct answer using the code given below:","A. 1 only   |   B. 2 only   |   C. Both 1 and 2   |   D. Neither 1 nor 2"
830,KEEP,"Which of the following is not an abiotic factor?","A. Temperature   |   B. Humidity   |   C. Algae   |   D. Moisture"
831,KEEP,"Species are defined on the basis of:","A. Similarities only   |   B. Differences only   |   C. Both similarities and differences   |   D. None of the above"
832,KEEP,"An infinite combination of resistors, each having resistance R = 4 Ω, is given below. What is the net resistance between the points A and B?","A. 0 Ω   |   B. 2 + 2√5 Ω   |   C. 2 + √5 Ω   |   D. ∞ Ω"
833,KEEP,"An electric circuit is given below. V1 = 1 V and Resistance R = 1000 Ω. The current through the resistance R is very close to 1 mA and the voltage across point A and B, VAB = 1 V. Now the circuit is changed to: [Circuit with V1 and V2 in series] where value of V2 = 5 V. The internal resistances of both the batteries are 0.1 Ω. The current through the resistance R is about:","A. 1.0 mA   |   B. 1.2 mA   |   C. 3.0 mA   |   D. 5.0 mA"
834,KEEP,"If the current through an electrical machine running on direct current is 15 A and the machine runs for 10 minutes, the charge that passes through the machine during this time is:","A. 1.50 C   |   B. 150 C   |   C. 900 C   |   D. 9000 C"
835,KEEP,"Which one of the following is the best shape of a solid metal rod to form the top end of a lightning conductor?","A. Pointed cone   |   B. Cylinder   |   C. Sphere   |   D. Rectangle"
836,KEEP,"Which of the following forces is/are fundamental in nature? 1. Gravitational force 2. Electromagnetic forces 3. Strong and weak nuclear forces. Select the correct answer using the code given below:","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
837,KEEP,"A spherical shell of outer radius R and inner radius R/2 contains a solid sphere of radius R/2 (see figure). The density of the material of the solid sphere is ρ and that of the shell is ρ/2. What is the average mass density of the larger sphere thus formed?","A. 3ρ/4   |   B. 9ρ/16   |   C. 7ρ/8   |   D. 5ρ/8"
838,KEEP,"The human eye is like a camera that has a lens with:","A. fixed focal length and fixed aperture size.   |   B. variable focal length and fixed aperture size.   |   C. fixed focal length and variable aperture size.   |   D. variable focal length and variable aperture size."
839,KEEP,"Under Article 371A of the Constitution of India, with respect to which of the following item(s) the Parliament of India shall not apply to the State of Nagaland, unless the Legislative Assembly of the State of Nagaland by a resolution so decides? 1. Religious or social practices of Nagas 2. Naga customary law and procedure 3. Ownership and transfer of land and its resources 4. Boundaries of Nagaland with other states. Select the answer using the code given below:","A. 1 only   |   B. 2 and 3 only   |   C. 1, 2 and 3 only   |   D. 1, 2, 3 and 4"
840,KEEP,"Under Article 191 of the Constitution of India, a person shall be disqualified for being chosen as, and for being, a member of the Legislative Assembly or Legislative Council of a state if the person holds any office of profit under: 1. the Government of India. 2. any State Government. Select the answer using the code given below:","A. 1 only   |   B. 2 only   |   C. Both 1 and 2   |   D. Neither 1 nor 2"
841,KEEP,"Consider the following statements about ancient Indian inscriptions: 1. The earliest inscriptions are in Sanskrit. 2. Kharosthi script, used in inscriptions in the north-west, was deciphered with the help of coins of Indo-Greek kings who ruled over the area. 3. Most of the inscriptions mention grand, unique events, and routine agricultural practices do not find mention. How many of the above statements is/are correct?","A. 1   |   B. 2   |   C. 3   |   D. None"
842,KEEP,"The relative atomic mass of boron (which exists in two isotopic forms 10B and 11B) is 10.81. What will be the abundance of 10B and 11B, respectively (consider a sample of 100 atoms)?","A. 19% and 81%   |   B. 81% and 19%   |   C. 38% and 62%   |   D. 62% and 38%"
843,KEEP,"Which among the following are essential constituents of Portland cement?","A. Sand, lime, clay   |   B. Silica, alumina, lime   |   C. Silica, lime, graphite powder   |   D. Sand, graphene, clay"
844,KEEP,"Litmus, a well-known acid-base indicator, is derived from:","A. Fungi   |   B. Lichens   |   C. Bacteria   |   D. Termite"
845,KEEP,"What is the oxidation state of Vanadium in V2O5?","A. + 2   |   B. + 4   |   C. + 3   |   D. + 5"
846,KEEP,"Match List-I with List-II and select the correct answer using the code given below the Lists: List-I (Allotrope of Carbon) A. Graphite B. Diamond C. Fullerene D. Graphene List-II (Property) 1. Thinnest and strongest material 2. Hardest natural substance 3. Very light and strong material 4. Soft and slippery material","A. (a) 4 2 3 1   |   B. (b) 4 3 2 1   |   C. (c) 1 3 2 4   |   D. (d) 1 2 3 4"
847,KEEP,"Which of the following statements regarding 'aurora' is/are correct? 1. The solar wind upon reaching the Earth's atmosphere is directed towards two magnetic poles and a colourful display of lights is seen in the night sky. 2. The particles interact with the different gases of the atmosphere and each gas glows with a particular colour. 3. In April 2023, aurora was captured in the night sky in India by the Indian Astronomical Observatory at Hanle, Ladakh.","A. 1 only   |   B. 2 and 3 only   |   C. 1 and 3 only   |   D. 1, 2 and 3"
848,KEEP,"Which of the following statements regarding Barchan is/are correct? 1. It is a crescent shaped mound of sand, which is deposited by the wind blowing constantly from one direction in a desert. 2. The windward side has a convex steep slope with maximum height at the centre. 3. Two ends of Barchan are called horns and point opposite to the direction the wind blows.","A. 1 only   |   B. 1 and 2 only   |   C. 1 and 3 only   |   D. 1, 2 and 3"
849,KEEP,"Which of the following statements regarding Regur soil is/are correct? 1. It is a light coloured, clayey and fertile soil. 2. It is developed on Deccan basaltic lava under hot and humid conditions. 3. Cotton is extensively cultivated in this soil.","A. 1 and 2   |   B. 2 and 3   |   C. 2 only   |   D. 3 only"
850,KEEP,"Which of the following statements regarding clouds is/are correct? 1. Clouds are classified on the basis of altitude and their form. 2. According to altitude they are classified as High, Middle and Low clouds. 3. Stratus, Nimbostratus and Stratocumulus are high clouds.","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
851,KEEP,"Consider the following statements regarding 'fronts': 1. The movement of a front causes a slow change in weather in the area over which it moves. 2. Cold fronts are associated with thunderstorms. 3. Warm front is the boundary between an advancing mass of warm air where it is overriding and rising above a mass of colder air.","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
852,KEEP,"Consider the following statements regarding soils: 1. Soils having a very high content of sodium and calcium and pH of more than 7.0 are alkaline soils. 2. Black cotton soil had developed on the Deccan basaltic lava under hot and humid conditions. 3. Laterite soils are characterised by a deep weathered layer from which silica has been leached.","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
853,KEEP,"Consider the following characteristics of a grassland: 1. An extensive area of mid latitude grasslands are devoid of trees and shrubs. 2. The climate is characterised by hot summers, cold winters and relatively low rainfall occurring mainly in spring and summer. 3. In humid parts, grasses grow to a meter or more in height. On the basis of the above characteristics, select the correct grassland from the options given below:","A. Steppes   |   B. Prairies   |   C. Savanna   |   D. Pampas"
854,KEEP,"Which of the following statements regarding animal cell membrane is correct?","A. They are composed of phospholipids only.   |   B. They are composed of proteins only.   |   C. They are composed of phospholipids and proteins only.   |   D. They are composed of phospholipids, proteins and cholesterol (lipid)."
855,KEEP,"Which of the following is not a part of compound microscope?","A. Mirror   |   B. Stage   |   C. Clip   |   D. Retina"
856,KEEP,"Which one of the following is the correct sequence in increasing complexity?","A. Protein - Organism - Tissue - Organ   |   B. Protein - Organ - Tissue - Organism   |   C. Protein - Organism - Organ - Tissue   |   D. Protein - Tissue - Organ - Organism"
857,KEEP,"Consider the following cell types: 1. Monocyte 2. Chondrocyte 3. Basophil 4. Lymphocyte. How many of the above belong to animal cell types?","A. 1   |   B. 2   |   C. 3   |   D. 4"
858,KEEP,"In the human digestive system, which one among the following is the role of the pancreas?","A. Secretion of surfactants to break up lipid droplets   |   B. Storage and regulated release of bile   |   C. Secretion of lipase, amylase and protease   |   D. Neutralizing stomach acids"
859,KEEP,"Consider the following statements: 1. DNA replication takes place when chromatin is opened up. 2. Chromatin organises itself into rod-shaped chromosomes before cell division. 3. Both prokaryotes and eukaryotes have the same process for cell division. Which of the statements given above is/are correct?","A. 1 only   |   B. 1 and 2 only   |   C. 1, 2 and 3   |   D. 3 only"
860,KEEP,"A uniform meter scale of mass 0.24 kg is made of steel. It is kept on two wedges, W1 and W2, in a horizontal position. W1 is at a distance of 0.2 m from one of its ends, while W2 is at distance of 0.4 m from the other end. If the force on the scale is N1 due to W1 and N2 due to W2, then: (take g = 10.0 m s^-2)","A. N1 = 1.6 N and N2 = 0.8 N   |   B. N1 = 0.8 N and N2 = 1.6 N   |   C. N1 = 0.6 N and N2 = 1.8 N   |   D. N1 = 1.8 N and N2 = 0.6 N"
861,KEEP,"Escape speed from the Earth is close to 11.2 km s^-1. On another planet whose radius is half of the Earth's radius and whose mass density is four times that of the Earth, the escape speed in km s^-1 will be close to:","A. 11.2   |   B. 15.8   |   C. 5.6   |   D. 7.9"
862,KEEP,"Which one of the following does not apply to sound waves in fluids?","A. They transport energy   |   B. They need a medium to travel   |   C. They are transverse   |   D. They travel faster in liquids than in gases"
863,KEEP,"A ball of 0.1 kg mass is dropped on a hard floor from a height of 0.45 m and rises to a height of 0.20 m. If it was in touch with the floor for 0.1 s, the net force it applied on the floor while bouncing is: (take the gravitational acceleration g = 10 m s^-2)","A. 1.0 N   |   B. 6.0 N   |   C. 3.0 N   |   D. 5.0 N"
864,KEEP,"Which one of the following statements regarding simple pendulum is correct?","A. only for small amplitudes because then the net force on its bob is independent of its displacement.   |   B. for any amplitude because the net force on the bob is always proportional to its displacement.   |   C. for any amplitude because the net force on the bob is independent of its displacement.   |   D. only for small amplitudes because then the net force on its bob is proportional to its displacement."
865,KEEP,"Which one of the following about different frictional forces is correct?","A. Kinetic friction > Static friction > Rolling friction   |   B. Static friction > Rolling friction > Kinetic friction   |   C. Static friction > Kinetic friction > Rolling friction   |   D. Static friction > Kinetic friction = Rolling friction"
866,KEEP,"A metallic bob X of mass m is released from position A. It collides elastically with another identical bob Y placed at rest on a horizontal frictionless table. The angle AOB is 30°. How high does the bob X rise immediately after the collision?","A. To the same height as that of position A on the other side in the same trajectory   |   B. To half the height as that of position A on the other side along the same trajectory   |   C. The same height at position A   |   D. It stops at position B"
867,KEEP,"Consider the two statements given below: Statement-1: Infrared waves are also called heat waves. Statement-2: Water molecules readily absorb infrared waves. Select the correct answer using the code given below:","A. Both the statements are individually true and Statement-2 is the correct explanation of Statement-1.   |   B. Both the statements are individually true but Statement-2 is not the correct explanation of Statement-1.   |   C. Statement-1 is true, but Statement-2 is false.   |   D. Statement-2 is true, but Statement-1 is false."
868,KEEP,"Match List-I with List-II and select the correct answer using the code given below the Lists: List-I (Unit in use in early India) List-II (Content) A. Muhurta 1. Measure of weight B. Raktika 2. Measure of time C. Angula 3. Metre of poetry D. Pada 4. Measure of length","A. A-2, B-1, C-4, D-3   |   B. A-2, B-4, C-1, D-3   |   C. A-3, B-1, C-4, D-2   |   D. A-3, B-1, C-4, D-2"
869,KEEP,"First coins in Indian history bearing the names and images of rulers were issued by the:","A. Mauryas   |   B. Pushyabhutis   |   C. Guptas   |   D. Indo-Greeks"
870,KEEP,"Social theorists in the nineteenth and twentieth centuries emphasised the emergence of industrialisation, urbanisation, secularisation and bureaucratisation as hallmarks of:","A. Modernity   |   B. Feudalism   |   C. Kingship   |   D. Medievalism"
871,KEEP,"Consider the following events: 1. Launch of Non-Cooperation Movement 2. All-India Khilafat Conference in Delhi 3. Passing of the Rowlatt Act 4. Jallianwala Bagh incident Which one of the following is the correct chronological order (earliest to latest)?","A. 1, 2, 3, 4   |   B. 3, 4, 2, 1   |   C. 3, 2, 4, 1   |   D. 2, 3, 4, 1"
